id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3191,Malleson Garden Cottage,3754,Brigitte,,Ward 57,-33.94739,18.476,Entire home/apt,819,3,54,2020-03-07,0.63,1,362
15007,Blaauwberg House,59072,Dirk,,Ward 23,-33.80001,18.46063,Entire home/apt,2050,2,27,2019-08-18,0.34,4,251
15068,Grande Bay,59318,Linda,,Ward 23,-33.78799,18.46082,Entire home/apt,2804,4,0,,,10,365
15077,Top relaxed beach living in style,59342,Georg,,Ward 4,-33.85812,18.49043,Private room,1620,5,5,2016-12-10,0.06,5,208
15180,The Melkbaai - Beachfront,59663,Heinri,,Ward 83,-34.11124,18.82349,Entire home/apt,575,2,0,,,1,365
15199,Self catering apartment,59694,Alexa,,Ward 115,-33.91044,18.41239,Entire home/apt,124995,14,2,2016-04-15,0.03,1,364
15285,Waterford-Guinea Fowl Self Catering,59964,Chris+Alison,,Ward 71,-34.03863,18.43128,Entire home/apt,1202,2,8,2019-12-30,0.08,3,303
15331,Mountview Accommodation,60058,Francis,,Ward 60,-33.97069,18.49697,Entire home/apt,714,2,3,2014-01-13,0.02,1,181
15348,MARSHROSE  LUXURY SELF CATER ACCOMMODATION,60141,Linda,,Ward 70,-33.86903,18.62519,Private room,1694,3,0,,,1,365
15354,"Aurora Self Catering Units, Durbanville, Cape Town",60196,Ian,,Ward 112,-33.82924,18.63144,Entire home/apt,644,3,0,,,1,364
15480,In hip designer district of Cape T.,60443,Jean,,Ward 115,-33.92876,18.42247,Entire home/apt,705,14,18,2020-03-22,0.15,1,360
15704,Hollywood Mansion & Spa Camps Bay with Butler,61441,Kevin,,Ward 54,-33.96462,18.37595,Entire home/apt,17902,4,1,2017-11-14,0.03,7,306
16259,Chambery - luxury self catering,63255,Cheryl,,Ward 59,-33.99463,18.46505,Entire home/apt,1256,2,6,2016-12-31,0.08,3,283
17270,VILLA CARRARA W SELF-CATERING-VIEWS renovated May,66986,Henri,,Ward 115,-33.91073,18.40866,Entire home/apt,1304,7,132,2019-05-31,1.10,1,319
18499,Rooms in Halaal Villa Cape Town De Tijger,71221,Abe,,Ward 2,-33.88856,18.59054,Private room,847,7,0,,,1,364
19271,Largo House self catering suite,73439,Beverley,,Ward 59,-33.97905,18.45676,Entire home/apt,611,2,50,2020-03-07,0.50,3,353
19384,Room with a view under Table Mountain.,73764,Ingrid,,Ward 77,-33.92667,18.40623,Private room,793,1,6,2020-01-29,0.16,1,0
19398,Apartments on the Beach,73779,Roger,,Ward 23,-33.73046,18.43966,Entire home/apt,5712,5,0,,,1,365
19561,Apartment in Durbanville,74188,Cherry,,Ward 103,-33.84192,18.67661,Private room,3389,2,0,,,1,365
19658,Private Room,74504,Ricardo,,Ward 5,-33.87058,18.53464,Private room,1742,7,0,,,1,365
19811,MARINA VIEWS,74863,Nigel,,Ward 64,-34.08428,18.47585,Entire home/apt,4694,14,0,,,1,365
20125,Double Bedr0om to Rent,76161,Debbie,,Ward 73,-34.02811,18.48246,Private room,1423,1,0,,,1,365
20263,Villa Honeywood Five Star Self Catering Villa,837661,Daniel,,Ward 64,-34.13572,18.42007,Entire home/apt,5503,5,0,,,2,357
20327,"Annie, Private Room 4 2",76740,Annemarie,,Ward 3,-33.88183,18.67086,Private room,1741,1,0,,,1,365
20670,ROOM TO LET,78185,Gill,,Ward 64,-34.09117,18.48396,Private room,1271,3,0,,,1,0
21097,Rooms in Family Home.,80295,Ray,,Ward 1,-33.87914,18.58121,Shared room,847,1,0,,,1,365
22994,Heritage Home in Cape Town suburbs,89107,Sandra,,Ward 58,-33.95733,18.4881,Entire home/apt,1306,3,12,2019-01-06,0.10,1,46
23175,Avocet Cape Town Villa - Rooms/B&B,79694,Harriet,,Ward 113,-33.83305,18.49519,Private room,610,1,1,2019-01-01,0.06,8,365
24670,The Original Majestic Apartment - Kalk Bay,100431,Grant,,Ward 64,-34.12549,18.44792,Entire home/apt,1498,4,16,2019-11-19,0.31,2,255
26828,world cup accomodation,114410,Stef,,Ward 57,-33.93596,18.46945,Entire home/apt,7852,1,0,,,1,365
28702,Waterford-Paddaplek Self Catering,59964,Chris+Alison,,Ward 71,-34.03765,18.43083,Hotel room,801,2,0,,,3,303
28707,Waterford-Sunbird  B&B Suite,59964,Chris+Alison,,Ward 71,-34.03644,18.431,Entire home/apt,906,2,4,2019-01-05,0.04,3,277
31359,"Halaal Guesthouse Parow North, WiFi, pet friendly",134594,Abe (S.A.),,Ward 21,-33.84955,18.66676,Private room,853,1,0,,,8,365
36347,"Cosy, Downtown Loft with Mountain Views over Rooftop Deck",156196,Alan,,Ward 115,-33.92456,18.42238,Entire home/apt,899,14,259,2020-03-25,3.50,14,160
36483,"Stylish Studio With Kitchenette,Pool,Parking &Wifi",156910,Dave,,Ward 107,-33.8212,18.48323,Private room,557,3,37,2020-02-17,0.36,5,365
36485,Stunning Studio Close To The Beach Cape Town,156910,Dave,,Ward 107,-33.81849,18.48452,Private room,557,3,27,2019-11-01,0.23,5,365
36499,Lovely Garden Cottage Close To The Beach Cape Town,156910,Dave,,Ward 107,-33.81933,18.48403,Entire home/apt,557,3,32,2020-01-27,0.30,5,365
44334,Purple House on Jarvis B&B,194391,Guido & Henk,,Ward 115,-33.91405,18.41575,Private room,1392,1,23,2016-07-18,0.22,3,342
49289,Your Apartment in Cape Town,224616,Marco,,Ward 115,-33.9115,18.40212,Entire home/apt,960,5,140,2019-12-15,1.25,3,220
54730,Huge Bright Sunny 3 Bedroom 2 Bathroom in Fresnaye,253705,Michael,,Ward 54,-33.9216,18.38895,Entire home/apt,867,365,0,,,1,365
59616,Drafstap Cottage,286547,Marita,,Ward 105,-33.82288,18.73171,Entire home/apt,898,2,0,,,1,178
60296,Apartment Cape Town,290396,Patrick,,Ward 77,-33.94067,18.41885,Entire home/apt,1198,2,72,2020-03-04,1.03,1,0
67439,Devil's Peak -  Separate Apartment,328952,Angela,,Ward 77,-33.93478,18.42704,Entire home/apt,581,3,56,2019-02-24,0.53,1,146
82212,Perfect Beachfront Apartment,404176,Gayle,,Ward 54,-33.91788,18.38626,Entire home/apt,1692,3,28,2018-02-09,0.27,7,341
96036,Unique Town House -Green Point,510489,Christan,,Ward 115,-33.91113,18.40864,Entire home/apt,2408,3,17,2020-01-14,0.16,1,238
97100,Cape Cottage,512746,Revere,,Ward 70,-33.88279,18.62065,Private room,906,3,0,,,1,365
101292,ChicShak Self Catering Accommodation in Muizenberg,531026,Carey,,Ward 64,-34.10314,18.47446,Entire home/apt,454,1,19,2020-01-01,0.22,1,365
103507,The Lions Guest House - The Lion Room,539579,Antony,,Ward 77,-33.93326,18.40511,Private room,1466,2,43,2019-01-01,0.40,6,362
106673,Omega 4. Wouldn't you like to safely live here?,552892,Mike,,Ward 23,-33.80488,18.46716,Entire home/apt,820,2,20,2020-01-11,0.31,2,365
114218,Mid-century House with Breathtaking Views,579839,Oliver,,Ward 77,-33.93903,18.39973,Entire home/apt,7852,7,21,2020-01-11,0.21,1,169
123012,The Studio,615652,Doreen,,Ward 115,-33.93142,18.40742,Entire home/apt,2696,1,33,2018-09-02,0.32,6,356
123076,GARDEN COTTAGE,615652,Doreen,,Ward 77,-33.93243,18.40678,Entire home/apt,4722,1,16,2017-09-24,0.15,6,348
133339,Constantia Villa - Cape Town,654987,Alice,,Ward 77,-33.93541,18.40407,Private room,733,3,91,2020-03-08,0.85,3,364
141734,Windermere Quinns Holiday Home,689156,Sylvia & Dieter,,Ward 84,-34.07609,18.8814,Private room,853,6,1,2014-08-12,0.01,1,363
146905,BLUE ROBIN BEACHFRONT HOLIDAY HOME,710206,Pam,,Ward 23,-33.80229,18.46014,Entire home/apt,958,3,10,2020-01-10,0.24,2,334
154201,Harbour Place,741709,Zelda,,Ward 64,-34.12805,18.44703,Entire home/apt,2203,3,4,2019-01-01,0.06,1,337
168566,Comfortable and easily accessible,793839,Karen,,Ward 83,-34.11119,18.82884,Entire home/apt,435,3,0,,,1,365
184135,Art filled apartment in the CityBowl,883319,Zuki,,Ward 115,-33.92724,18.41424,Entire home/apt,3369,7,40,2020-02-10,2.75,1,0
218269,Spacious Heritage Cottage in the City-Safe&Cosy,1128691,Guy,,Ward 115,-33.93164,18.40916,Entire home/apt,1198,2,69,2020-04-17,0.66,1,364
231402,Braeside House Loft Apartment,1209960,Stuart,,Ward 115,-33.90974,18.40512,Entire home/apt,995,3,94,2019-02-15,0.91,2,353
255987,"Bellevue Manor Guest House, SEA POINT, CAPE TOWN",1345936,Gary,,Ward 54,-33.91478,18.39179,Private room,949,1,27,2020-03-12,0.97,6,365
256720,Green Elephant Double En-suite,604948,Howard,,Ward 57,-33.93794,18.46531,Private room,237,30,5,2020-02-01,0.05,3,210
256976,Navine's Homestay - Ottery,1354282,Navine,,Ward 63,-34.00845,18.51514,Private room,296,5,2,2018-08-05,0.05,6,178
263584,Sandyshores Self-Catering  Accommodation Blouberg,1383294,Sandy,,Ward 107,-33.82092,18.47877,Entire home/apt,855,2,2,2018-01-08,0.03,1,365
274403,No. 1-Isasa (twin/double room),1435034,Thomas & Elke,,Ward 84,-34.09128,18.84207,Hotel room,766,1,5,2015-02-25,0.06,5,356
275095,No. 4-Chameleon (self-catering unit),1435034,Thomas & Elke,,Ward 84,-34.09156,18.84217,Private room,766,2,0,,,5,3
275876,"Kloof Street Cottage, huge deck & panoramic views",1441807,Martin,,Ward 115,-33.93109,18.40717,Entire home/apt,1251,2,146,2019-07-26,1.44,1,90
281316,The Lions Private Buffalo Apartment,539579,Antony,,Ward 77,-33.93099,18.40566,Entire home/apt,1650,2,20,2016-03-13,0.20,6,356
282586,Cottage de la Mer with Private Terrace and Dream Pool,1384294,Patrick V.,,Ward 54,-33.92659,18.38326,Entire home/apt,2296,3,23,2020-03-23,0.35,1,301
282606,Comfortable and pretty room with experienced hosts,807223,Katrine,,Ward 59,-33.99766,18.4682,Private room,262,2,36,2020-03-24,0.40,3,361
283053,Braeside House Main Apartment,1209960,Stuart,,Ward 115,-33.90974,18.40512,Entire home/apt,995,3,59,2020-03-11,0.58,2,351
286894,SPOIL YOURSELF IN STYLE and COMFORT,1492767,Paul,,Ward 54,-33.92285,18.38273,Entire home/apt,1251,90,19,2016-06-09,0.19,2,237
286940,Green Elephant Standard Double Room,604948,Howard,,Ward 57,-33.93794,18.46531,Private room,192,30,2,2015-07-22,0.02,3,219
287211,Family home  Cape town,1494208,Fiona,,Ward 77,-33.93369,18.40481,Entire home/apt,2500,7,20,2018-02-21,0.25,1,178
291205,"""Sevensleepers"" Holiday Apartment",1512563,Hanne,,Ward 71,-34.07028,18.44949,Entire home/apt,784,3,11,2020-01-03,0.12,1,365
292170,"Gay-friendly, City Bowl  Cape Town",1513113,Sandra,,Ward 77,-33.9343,18.42098,Private room,349,3,5,2019-11-25,0.08,2,363
298622,Stunning Sea View apt in the Cape,1539169,Diane,,Ward 61,-34.20866,18.45794,Entire home/apt,1254,2,63,2020-03-08,0.63,2,365
299380,Charming budget bedsit in the Cape,1539169,Diane,,Ward 61,-34.20766,18.45856,Entire home/apt,453,2,27,2018-12-30,0.27,2,365
302227,Cape Town City Long Term 1 Sept 2019 Available,1549819,Erika+Lynne,,Ward 115,-33.92797,18.41404,Entire home/apt,670,360,14,2017-09-27,0.14,1,358
357793,City Chic meets Table Mountain,1802190,Liliane,,Ward 115,-33.92414,18.42065,Entire home/apt,2033,3,210,2020-03-14,2.19,2,0
357993,Beach View Studio with Balcony Walkout,1811942,Shannon,,Ward 54,-33.96296,18.37931,Entire home/apt,1198,2,120,2020-03-13,1.58,4,301
358371,Modern & Charming  2 Bed & 2 bath House,1814011,Roxanne And Seth,,Ward 77,-33.93871,18.43041,Entire home/apt,2704,1,0,,,2,334
370531,Light & Fun House in Cape Town,1867661,Claudia,,Ward 57,-33.93902,18.46766,Entire home/apt,698,14,17,2020-01-03,0.17,1,280
381267,Victorian beauty in observatory!,1912713,Katrin,,Ward 57,-33.93808,18.47297,Entire home/apt,1117,10,1,2015-01-04,0.02,2,349
383141,Vredekloof Accommodation Plataan 2 Bedroom House,1920039,Natasja,,Ward 102,-33.8631,18.67752,Entire home/apt,1593,2,0,,,2,358
390198,Fabulous views,1952066,Rita,,Ward 54,-33.91239,18.3908,Private room,576,4,46,2020-01-15,0.46,2,324
395538,5-star Penthouse with amazing views,1976676,Hiske,,Ward 115,-33.92393,18.42123,Entire home/apt,2502,5,7,2018-01-02,0.08,1,338
400107,Camps Bay Villa with Mountain Views near the Beach,1997313,Shirley,,Ward 54,-33.95259,18.37952,Entire home/apt,8724,2,31,2020-02-29,0.35,5,365
409909,Hareb House Studio- City Centre - no cleaning fee,2040612,Sandy & Peter,,Ward 77,-33.93528,18.4302,Entire home/apt,489,2,100,2019-12-08,1.05,1,145
412654,Binkabi studio apartment,2053546,Richard & Freda,,Ward 74,-34.04047,18.36137,Entire home/apt,803,2,79,2019-12-30,0.87,1,115
428550,Tristan's self catering Beach House,2130446,Heather & Tristan,,Ward 61,-34.13846,18.3298,Entire home/apt,3501,2,2,2015-04-27,0.03,3,365
439185,Stylish Victorian Home close to Kloof Street,2181940,Jessica,,Ward 77,-33.93669,18.40654,Entire home/apt,9003,3,11,2020-02-29,0.12,5,364
443237,Furnished apartment in Cape Town,2202209,Julia,,Ward 77,-33.93892,18.41793,Entire home/apt,1339,3,4,2014-12-28,0.04,1,365
450145,Sunny room in shared flat - female guests only,2235544,Jessy,,Ward 115,-33.91013,18.41007,Private room,262,90,46,2019-12-13,0.48,2,180
469356,Beautiful spacious cottage in upper Zwaanswyk,2256975,Diana,,Ward 71,-34.06806,18.41225,Entire home/apt,2003,2,2,2020-03-01,0.11,1,129
471729,Seaview cottage in Scarborough,2339584,Gregory,,Ward 61,-34.19953,18.37765,Entire home/apt,1045,2,56,2020-03-01,0.83,2,363
473856,Explore Cape Town from a Cosy Apartment in a Prime Location,2349400,Katrin,,Ward 115,-33.92636,18.41459,Entire home/apt,863,1,155,2020-03-23,1.62,3,261
474596,Walk to Newlands cricket ground,2352753,Cindy,,Ward 58,-33.96867,18.48709,Entire home/apt,7001,7,2,2019-01-03,0.07,1,365
487218,Stylish Annex Room in Popular Guest,914135,Cape Standard,,Ward 115,-33.90944,18.40349,Private room,1448,4,1,2013-04-19,0.01,6,216
487232, Accommodation in Green Point,914135,Cape Standard,,Ward 115,-33.90945,18.40333,Private room,2094,2,3,2016-02-23,0.03,6,252
487252,Green Point - Chic White Studio,914135,Cape Standard,,Ward 115,-33.9097,18.41156,Entire home/apt,493,3,36,2019-02-20,0.37,6,334
487261,Tamboerskloof Quaint Garden Studio,914135,Cape Standard,,Ward 77,-33.92748,18.40151,Private room,782,3,4,2020-02-28,0.04,6,364
498170,En-suite With Separate Entrance in Green Point,2459900,Odette,,Ward 115,-33.90783,18.4044,Private room,745,1,170,2020-06-01,1.75,1,365
499867,apartment with the best view for 4,2467055,Crispin & Ute,,Ward 115,-33.92861,18.42118,Entire home/apt,1639,7,3,2014-12-27,0.03,2,145
501475,Super-sunny Seapoint Flat,2474454,Paul,,Ward 54,-33.92016,18.38566,Entire home/apt,1586,7,17,2018-01-03,0.19,2,0
511414,"Sunny + Modern with Balcony, AirCon & Wifi",2516345,Jaco,,Ward 115,-33.91659,18.41918,Entire home/apt,617,3,3,2015-01-06,0.03,66,346
512371,"Spectacular Views with AirCon, Free Wifi & Parking",2516345,Jaco,,Ward 115,-33.91576,18.42004,Entire home/apt,1445,3,12,2020-03-01,0.14,66,351
514629,Modern design flat with ocean view,2534542,Tim & Diana,,Ward 77,-33.93584,18.43287,Entire home/apt,960,2,56,2020-04-06,0.65,1,365
516068,Walking Distance to the Waterfront. Balcony & Wifi,2516345,Jaco,,Ward 115,-33.90727,18.41037,Entire home/apt,872,3,27,2020-02-02,0.30,66,327
516875,"Rockwell 2bed, 2bath, Waterkant,  high floor&views",1210580,Willem,,Ward 115,-33.91501,18.41935,Entire home/apt,2203,2,72,2020-02-22,0.78,2,180
518545,"CBD Loft. Free Wifi, Parking, Gym, Balcony & BBQ",2516345,Jaco,,Ward 115,-33.92285,18.4228,Entire home/apt,884,3,4,2018-07-13,0.06,66,336
518726,COLLINGWOOD STUD Entire Guest House,2552379,David,,Ward 105,-33.81074,18.62143,Private room,5955,4,3,2016-01-03,0.03,4,358
518760,Outside Guest room with en suite,2552992,Felicity,,Ward 15,-34.06982,18.84836,Private room,508,1,22,2019-11-14,0.29,1,365
518837,5 Kingfisher: Studio apartment with a view,2552971,Lucinda,,Ward 61,-34.13877,18.33317,Entire home/apt,679,1,16,2020-03-23,0.91,2,363
537809,Near Everywhere You Want To Be. Wifi. Parking. Gym,2516345,Jaco,,Ward 115,-33.9289,18.42146,Entire home/apt,442,3,6,2020-01-16,0.07,66,352
543206,2Oceans Apartments w. garden & pool!,2670647,Anja & Thomas,,Ward 69,-34.12146,18.39356,Entire home/apt,679,2,3,2019-12-26,0.04,1,365
551666,"The Inn at Castle Hill, Kalk Bay Superior Room (2)",2711126,Castle Hill,,Ward 64,-34.12583,18.44986,Private room,1305,1,40,2020-03-12,0.65,7,354
553936,Modern Beach Front Apartment in Bloubergstrand,65714,John,,Ward 23,-33.81839,18.47531,Entire home/apt,1677,4,0,,,2,173
562793,De Waterkant Apt. Spacious Balcony & Mountain View,2516345,Jaco,,Ward 115,-33.91815,18.42085,Entire home/apt,1361,3,16,2019-03-14,0.17,66,342
563282,"City Centre Pad with AirCon, Free WiFi & Parking",2516345,Jaco,,Ward 115,-33.92103,18.42077,Entire home/apt,441,3,8,2019-10-07,0.10,66,360
563459,Spacious 1 Bedroom Cottage with off-street parking,2762369,Karis,,Ward 115,-33.90922,18.40332,Entire home/apt,855,2,14,2020-03-06,0.27,2,358
565844,Makai Surf Lodge Cape Town,2782178,Rik,,Ward 113,-33.83094,18.49603,Private room,853,4,4,2015-01-11,0.05,1,365
576458,Bree Street Loft - City Centre,2835853,P.,,Ward 115,-33.92292,18.418,Entire home/apt,1586,2,124,2020-03-14,1.38,1,273
590826,Cape Town Waterfront Apartment,2915241,Nicole,,Ward 115,-33.913,18.42489,Entire home/apt,1850,2,9,2019-09-30,0.11,3,353
605399,Bantry Bay Modern House Cape Town,2998358,Adrian,,Ward 54,-33.92669,18.37937,Entire home/apt,8493,7,2,2015-12-27,0.03,2,0
606963,Lovely Guesthouse with Old-Fashioned Service and Ocean View,3007248,Florian,,Ward 64,-34.12555,18.44886,Private room,1097,1,52,2020-03-09,0.59,19,361
608327,Private Guest House in Quiet street,3006485,Gordon,,Ward 115,-33.91147,18.4145,Private room,4229,2,23,2020-01-01,0.29,5,358
610503,Amazing Duplex Flat with private garden.,1142129,Ida,,Ward 77,-33.93994,18.40243,Entire home/apt,899,3,1,2019-08-29,0.11,1,0
611956,COLONIAL STYLE SEA POINT APARTMENT,3035834,Darryl And Ron,,Ward 54,-33.91467,18.38925,Entire home/apt,1289,2,129,2020-02-04,1.39,3,338
613068,"Our family home, nice and cozy well",2600948,Justino,,Ward 21,-33.88132,18.63897,Entire home/apt,2804,1,0,,,1,365
617238,"Stylish Apartment with Large, Covered Balcony",1852795,Jenny,,Ward 115,-33.91602,18.41923,Entire home/apt,1304,5,34,2020-04-26,0.37,3,275
636290,"Colourful Loft with Free Wifi, Parking & Gym",2516345,Jaco,,Ward 115,-33.91191,18.41603,Entire home/apt,670,3,7,2019-11-16,0.10,66,351
650049,Central City Stunner With Jaw Dropping Table Mountain Views,2824970,Claire,,Ward 115,-33.91789,18.41844,Entire home/apt,1498,5,200,2020-04-27,2.47,1,343
651284,1 bedroom garden flat,3271959,Jackie,,Ward 77,-33.92931,18.40385,Entire home/apt,846,7,14,2020-01-04,0.15,1,0
653488,Twin Bedroom with Full bathroom,3006485,Gordon,,Ward 115,-33.91132,18.4153,Private room,1427,2,8,2019-03-25,0.11,5,339
653565,Border of Green Point Loft. Free Wifi & Parking,2516345,Jaco,,Ward 115,-33.91274,18.41469,Entire home/apt,441,3,5,2020-01-09,0.06,66,359
655316,View over Cape Town with doorstep on Kloof Street,3298560,Marcell,,Ward 77,-33.93325,18.40737,Entire home/apt,881,3,3,2018-01-02,0.05,1,0
659419,Self catering 3 bedrooms 3 bathrooms,3326652,Fabrizio,,Ward 4,-33.85342,18.49401,Entire home/apt,2203,1,21,2020-02-21,0.70,9,214
660090,Separate entrance 2 bedrooms 2 bathrooms flat,3326652,Fabrizio,,Ward 4,-33.85363,18.49401,Entire home/apt,1711,1,4,2019-12-31,0.10,9,218
660099,One bedroom apartment,3326652,Fabrizio,,Ward 4,-33.85363,18.49401,Entire home/apt,1219,1,3,2019-12-14,0.26,9,210
667072,"Friendly , stylish value for money",3374257,Diana,,Ward 74,-34.0452,18.36537,Private room,1291,4,32,2020-01-27,0.40,5,201
668544,"Llandudno Beach Apartment, private and secure.",3384207,Brenda,,Ward 74,-34.00874,18.34198,Entire home/apt,2508,1,27,2019-06-16,0.35,1,344
670616,Bo Kaap Garden Flat (Cape Town),227103,Joy,,Ward 77,-33.9184,18.41611,Entire home/apt,1004,1,47,2018-04-01,0.51,4,364
672103,Magical manor house,3408518,Marc,,Ward 71,-34.04267,18.42773,Entire home/apt,4946,5,8,2020-02-19,0.09,1,345
675177,Stunning Beachfront Penthouse. Spectacular Views!,2516345,Jaco,,Ward 115,-33.90081,18.40596,Entire home/apt,2565,3,17,2020-03-09,0.38,66,198
678993,Bay Leaf Cottage,3455821,Gwendoline,,Ward 57,-33.93607,18.46662,Entire home/apt,995,2,44,2020-02-24,0.50,1,330
686495,Perfectly positioned Bakoven home,3517753,Odette,,Ward 54,-33.96057,18.37866,Entire home/apt,5497,2,6,2020-01-05,0.10,2,362
688644,OLIVE'S COTTAGE,615652,Doreen,,Ward 115,-33.93134,18.40684,Entire home/apt,3647,1,32,2019-12-16,0.35,6,360
689737,Maxwell's. Whole House,3523392,Keith,,Ward 62,-33.98541,18.44022,Entire home/apt,5008,4,21,2020-01-26,0.27,1,364
690609,"Sunny, spacious & centrally located",3528720,Tom,,Ward 57,-33.93746,18.46708,Entire home/apt,593,3,141,2020-03-18,1.53,2,180
697880,Private Garden Cottage,3576139,Angela,,Ward 57,-33.93562,18.44327,Entire home/apt,803,2,174,2020-03-15,1.92,3,365
703690,"FUSION: Breathtaking Views, Luxury Villa Camps Bay",3613645,Anne-Sophie & Jonathan,,Ward 54,-33.96811,18.37984,Entire home/apt,8026,3,3,2019-12-17,0.06,2,36
705887,Cape Town City Studio Apartment,3626769,Toni,,Ward 115,-33.9275,18.415,Entire home/apt,846,2,25,2020-03-18,0.59,1,35
706632,Winelands Heaven.,3632181,Alfred,,Ward 15,-34.05592,18.85206,Private room,211,7,4,2016-12-16,0.05,1,0
708351,Cape Cottage-A Home Away From Home,3642757,Jessica,,Ward 64,-34.08444,18.47744,Entire home/apt,803,1,61,2019-11-04,0.67,1,106
731764,Lido Beach Front Apartment with Sea Views,3809204,Chantal,,Ward 54,-33.91953,18.38404,Entire home/apt,1797,3,8,2020-02-26,0.44,7,294
731882,African Beach Studio 1 - Ocean Facing,3809204,Chantal,,Ward 115,-33.90204,18.39954,Entire home/apt,1204,3,18,2020-03-22,0.29,7,360
732339,Zebra Place Self Catering Rosendal Bellville. CT,3812467,Otto,,Ward 21,-33.86759,18.6439,Entire home/apt,627,2,32,2020-01-05,0.51,3,206
732409,Guinea Fowl Self Catering  Bellville. Rosendal. CT,3812467,Otto,,Ward 21,-33.86784,18.64421,Entire home/apt,508,2,42,2020-02-01,0.45,3,0
736534,Enjoy a Private Room in Chartfield Guesthouse,3007248,Florian,,Ward 64,-34.12637,18.44963,Private room,1097,1,28,2019-12-14,0.53,19,361
737219,Zaida's Lodge - Guest Rooms,3849182,Zaida,,Ward 60,-33.98316,18.50311,Private room,401,5,5,2015-09-30,0.06,7,365
742345,Room with a View - Green Point,3886732,Koos,,Ward 115,-33.90999,18.41148,Entire home/apt,458,3,3,2020-03-08,0.32,74,364
746507,Stylish Modern Apartment by V&A Waterfront,3917329,Hannes,,Ward 115,-33.91021,18.41216,Entire home/apt,578,5,370,2020-03-13,4.24,2,183
748713,Rondebosch Loft Cape Town,1151158,Linda,,Ward 59,-33.96146,18.4702,Entire home/apt,993,3,46,2020-03-09,0.51,1,298
751120,Open plan family home with pool and cottage,2210731,Martin And Janis,,Ward 58,-33.98061,18.4793,Entire home/apt,3507,10,8,2020-01-06,0.10,1,268
751785,Instaworthy Views. Free Parking. Walk Everywhere,2516345,Jaco,,Ward 115,-33.9242,18.42451,Entire home/apt,442,3,13,2018-02-10,0.16,66,319
753843,"Location & personality! 413 Cascades, Green Point.",3902221,Samantha,,Ward 115,-33.9096,18.41316,Entire home/apt,850,2,31,2018-08-09,0.34,1,0
754780,Large and clean room in a house,3971841,John,,Ward 57,-33.93662,18.46369,Private room,3908,14,0,,,1,365
757856,Grand Cape Town Amazing Space Loft,3987448,Julie,,Ward 115,-33.9263,18.41225,Entire home/apt,4035,3,89,2020-02-28,0.98,1,332
759767,Woodbridge Island Townhouse,4004504,Steven,,Ward 55,-33.88632,18.48759,Entire home/apt,1406,7,14,2019-11-19,0.16,1,365
762660,House Cherry on beach Breathtaking Suite1  Sleep2,4020635,Yvette,,Ward 74,-34.0459,18.36319,Entire home/apt,907,2,117,2020-03-18,1.42,4,230
766193,Molo room @ Epic Guest House in Cape Town,977417,Sabine,,Ward 69,-34.11199,18.38263,Hotel room,975,2,0,,,5,224
766374,Intaba room @ Epic Guest House in Cape Town,977417,Sabine,,Ward 69,-34.11234,18.38304,Hotel room,801,2,0,,,5,233
768582,Sunny Sea Point 1-Bed apartment,4054512,Lizzie,,Ward 54,-33.91489,18.39472,Entire home/apt,793,6,9,2019-01-04,0.10,1,0
771176,African Sun,4065747,Don,,Ward 77,-33.93986,18.42288,Entire home/apt,863,2,229,2020-03-09,2.52,1,337
771682,Avatara,4071855,Cher,,Ward 115,-33.90963,18.40946,Private room,907,2,0,,,6,312
772018,2 bed apartment with private pool,4073500,James,,Ward 54,-33.95875,18.38149,Entire home/apt,1497,2,3,2020-01-19,0.05,4,330
772431,Klipview Beach Cottage -Scarborough,4075717,Phillip And Susan,,Ward 61,-34.19873,18.376,Entire home/apt,1779,3,11,2015-08-25,0.14,2,362
776601,Beautiful Heritage Home,4094560,Amelia,,Ward 77,-33.94297,18.41952,Entire home/apt,8403,7,8,2020-02-23,0.19,4,0
777305,Elegant Beachfront Home. Balcony & Parking,2516345,Jaco,,Ward 23,-33.81565,18.47259,Entire home/apt,907,3,6,2019-11-23,0.09,66,320
777329,Complete Modern Living. Urban Location. Canal View,2516345,Jaco,,Ward 55,-33.89083,18.51507,Entire home/apt,749,3,4,2020-03-01,0.06,66,359
778089,Tristan's Beach House - Cape Town,2130446,Heather & Tristan,,Ward 61,-34.13929,18.32994,Entire home/apt,3500,2,9,2020-01-06,0.10,3,364
782166,Wessels House Studio,2604213,Chris,,Ward 115,-33.91136,18.41357,Entire home/apt,1498,1,22,2020-01-17,0.24,2,355
782208,Wessels House-Home from home private Garden & pool,2604213,Chris,,Ward 115,-33.91136,18.41357,Entire home/apt,2731,3,143,2020-03-19,1.59,2,0
782288,Cape Town Holiday House,4126076,Lisa,,Ward 69,-34.13666,18.36235,Entire home/apt,1499,3,15,2020-02-18,0.17,1,0
784349,Stay at the foot of Table Mountain!,4136097,Ralf,,Ward 77,-33.94423,18.41244,Entire home/apt,1968,2,28,2020-01-11,0.32,2,263
790177,Gables Rest Self Catering Unit Somerset West,4171143,Diana,,Ward 84,-34.0808,18.85997,Entire home/apt,1152,3,1,2018-01-01,0.03,1,365
